domains,opendoar_inst,opendoar_other,opendoar_subject,other_repo
jim.or.jp,0,0,0,1
jjburred.com,0,0,0,1
jku.at,0,0,0,1
jlab.org,0,0,0,1
jle.com,0,0,0,1
jlimnol.it,0,0,0,1
jmicro.oxfordjournals.org,0,0,0,1
jmlr.org,0,0,0,1
jmmc-online.com,0,0,0,1
joachim-reichel.de,0,0,0,1
joe.endocrinology-journals.org,0,0,0,1
journal.chemistrycentral.com,0,0,0,1
journals.humankinetics.com,0,0,0,1
jpart.oxfordjournals.org,0,0,0,1
jpeds.com,0,0,0,1
jpids.oxfordjournals.org,0,0,0,1
jpier.org,0,0,0,1
jpubhealth.oxfordjournals.org,0,0,0,1
jtaer.com,0,0,0,1
julian.togelius.com,0,0,0,1
jupiter.ethz.ch,0,0,0,1
jupiter.math.nctu.edu.tw,0,0,0,1
jvejournals.com,0,0,0,1
jwcn.eurasipjournals.com,0,0,0,1
kai-arzheimer.com,0,0,0,1
kcl.ac.uk,0,0,0,1
kde.cs.uni-kassel.de,0,0,0,1
ke.informatik.tu-darmstadt.de,0,0,0,1
ke.tu-darmstadt.de,0,0,0,1
keg.cs.tsinghua.edu.cn,0,0,0,1
kellogg.northwestern.edu,0,0,0,1
kip.uni-heidelberg.de,0,0,0,1
kjp.med.uni-muenchen.de,0,0,0,1
kokkonuts.org,0,0,0,1
kooperberg.fhcrc.org,0,0,0,1
ks.uiuc.edu,0,0,0,1
kutarr.kochi-tech.ac.jp,0,0,0,1
lase.ece.utexas.edu,0,0,0,1
lassie.u-cergy.fr,0,0,0,1
lauc.pharma.hr,0,0,0,1
laurent-duval.eu,0,0,0,1
laurent.mugnier.free.fr,0,0,0,1
law.northwestern.edu,0,0,0,1
lcerpa.org,0,0,0,1
lcs.ios.ac.cn,0,0,0,1
ldeo.columbia.edu,0,0,0,1
lepdata.org,0,0,0,1
let.rug.nl,0,0,0,1
leveau.ucdavis.edu,0,0,0,1
levich.engr.ccny.cuny.edu,0,0,0,1
lgg.epfl.ch,0,0,0,1
liafa.jussieu.fr,0,0,0,1
liafa.univ-paris-diderot.fr,0,0,0,1
lifescied.org,0,0,0,1
ling.umd.edu,0,0,0,1
lipn.univ-paris13.fr,0,0,0,1
lirmm.fr,0,0,0,1
lisa.u-pec.fr,0,0,0,1
lmb.univ-fcomte.fr,0,0,0,1
lmi.ruhr-uni-bochum.de,0,0,0,1
ln.edu.hk,0,0,0,1
logic.at,0,0,0,1
loyolaandnews.es,0,0,0,1
lri.fr,0,0,0,1
lsr-web.net,0,0,0,1
ltces.dem.ist.utl.pt,0,0,0,1
lu.lv,0,0,0,1
m-learning.zju.edu.cn,0,0,0,1
m8j.net,0,0,0,1
ma.huji.ac.il,0,0,0,1
mackenab.ece.vt.edu,0,0,0,1
macromolchem.com,0,0,0,1
marjon.repository.guildhe.ac.uk,0,0,0,1
martin-weigel.org,0,0,0,1
massvetcardiology.com,0,0,0,1
mast.queensu.ca,0,0,0,1
mat.puc.cl,0,0,0,1
mat.uab.es,0,0,0,1
mat.uniroma2.it,0,0,0,1
mate.tue.nl,0,0,0,1
matec-conferences.org,0,0,0,1
matem.unam.mx,0,0,0,1
math.bas.bg,0,0,0,1
math.bgu.ac.il,0,0,0,1
math.bu.edu,0,0,0,1
math.caltech.edu,0,0,0,1
math.colostate.edu,0,0,0,1
math.columbia.edu,0,0,0,1
math.cornell.edu,0,0,0,1
math.gatech.edu,0,0,0,1
math.haifa.ac.il,0,0,0,1
math.hawaii.edu,0,0,0,1
math.iit.edu,0,0,0,1
math.jacobs-university.de,0,0,0,1
math.keio.ac.jp,0,0,0,1
math.le.ac.uk,0,0,0,1
math.psu.edu,0,0,0,1
math.sci.hiroshima-u.ac.jp,0,0,0,1
math.sun.ac.za,0,0,0,1
math.temple.edu,0,0,0,1
math.tugraz.at,0,0,0,1
math.u-psud.fr,0,0,0,1
math.uni-leipzig.de,0,0,0,1
math.univ-lille1.fr,0,0,0,1
math.univ-metz.fr,0,0,0,1
mathcces.rwth-aachen.de,0,0,0,1
mathcs.emory.edu,0,0,0,1
mathematik.uni-jena.de,0,0,0,1
mathi.uni-heidelberg.de,0,0,0,1
mathnet.ru,0,0,0,1
maths.adelaide.edu.au,0,0,0,1
maths.bristol.ac.uk,0,0,0,1
maths.manchester.ac.uk,0,0,0,1
maths.ucd.ie,0,0,0,1
maths.warwick.ac.uk,0,0,0,1
mathsci.kaist.ac.kr,0,0,0,1
matthias.hullin.net,0,0,0,1
mbfys.ru.nl,0,0,0,1
mbph.de,0,0,0,1
mcl1.ncifcrf.gov,0,0,0,1
me.phy.cam.ac.uk,0,0,0,1
mech-sci.net,0,0,0,1
med-sovet.pro,0,0,0,1
medicinabiomolecular.com.br,0,0,0,1
medien.ifi.lmu.de,0,0,0,1
meimhof.de,0,0,0,1
mel.xmu.edu.cn,0,0,0,1
meop.net,0,0,0,1
mercurio.srv.di.unimi.it,0,0,0,1
mercuryconsortium.org,0,0,0,1
merikotka.fi,0,0,0,1
merit.unu.edu,0,0,0,1
meteo.physik.uni-muenchen.de,0,0,0,1
metroatlantaotolaryngology.org,0,0,0,1
mevis-research.de,0,0,0,1
michaeleisen.org,0,0,0,1
microbiomejournal.biomedcentral.com,0,0,0,1
midag.cs.unc.edu,0,0,0,1
mims.manchester.ac.uk,0,0,0,1
mindmodeling.org,0,0,0,1
minneapolisfed.org,0,0,0,1
miplab.unige.ch,0,0,0,1
mistaconference.org,0,0,0,1
mit.edu,0,0,0,1
mit.imt.si,0,0,0,1
mli.gmu.edu,0,0,0,1
mnb.hu,0,0,0,1
modb.oce.ulg.ac.be,0,0,0,1
model.in.tum.de,0,0,0,1
molcells.org,0,0,0,1
mpii.mpg.de,0,0,0,1
mpimet.mpg.de,0,0,0,1
mpipks-dresden.mpg.de,0,0,0,1
mrel.usc.edu,0,0,0,1
mrrc.isr.umich.edu,0,0,0,1
msb.embopress.org,0,0,0,1
msj.sagepub.com,0,0,0,1
msm.cam.ac.uk,0,0,0,1
mst.e-technik.tu-dortmund.de,0,0,0,1
mtc-m21c.sid.inpe.br,0,0,0,1
mth.msu.edu,0,0,0,1
mtk.ut.ee,0,0,0,1
mukamel.ps.uci.edu,0,0,0,1
multiscaleconsulting.com,0,0,0,1
museugranollersciencies.org,0,0,0,1
my.vanderbilt.edu,0,0,0,1
mysmu.edu,0,0,0,1
na.math.uni-goettingen.de,0,0,0,1
nanofluidics.phys.msu.ru,0,0,0,1
nat.vu.nl,0,0,0,1
nature.berkeley.edu,0,0,0,1
nber-nsf09.ucdavis.edu,0,0,0,1
nbn-resolving.de,0,0,0,1
ncatlab.org,0,0,0,1
nccr-must.ch,0,0,0,1
ncm-society.org,0,0,0,1
ncmm.karlin.mff.cuni.cz,0,0,0,1
nda1984.narod.ru,0,0,0,1
ndsamlab.weebly.com,0,0,0,1
neel.cnrs.fr,0,0,0,1
neonatos.org,0,0,0,1
netdb.cis.upenn.edu,0,0,0,1
netinst.org,0,0,0,1
netspar.nl,0,0,0,1
neunhaeuserer.de,0,0,0,1
newman.collections.crest.ac.uk,0,0,0,1
nibs.ac.cn,0,0,0,1
nicholas.duke.edu,0,0,0,1
nipne.ro,0,0,0,1
nizetlab.ucsd.edu,0,0,0,1
nn.neurology.org,0,0,0,1
nordita.org,0,0,0,1
nowozin.net,0,0,0,1
np.phy.cam.ac.uk,0,0,0,1
nrcresearchpress.com,0,0,0,1
nrel.gov,0,0,0,1
nucleide.org,0,0,0,1
num.uni-sb.de,0,0,0,1
nutritionj.com,0,0,0,1
nyaspubs.onlinelibrary.wiley.com,0,0,0,1
obgyn.onlinelibrary.wiley.com,0,0,0,1
ocean.mit.edu,0,0,0,1
oeaw.ac.at,0,0,0,1
ofai.at,0,0,0,1
ofce.sciences-po.fr,0,0,0,1
official-documents.gov.uk,0,0,0,1
ogt-journal.com,0,0,0,1
okonomi.foi.dk,0,0,0,1
oliverroick.de,0,0,0,1
ome.cs.utwente.nl,0,0,0,1
oncommunity.org,0,0,0,1
oncourology.abvpress.ru,0,0,0,1
online.journals.tubitak.gov.tr,0,0,0,1
ontology.buffalo.edu,0,0,0,1
openproceedings.org,0,0,0,1
openu.ac.il,0,0,0,1
opera.repo.nii.ac.jp,0,0,0,1
ophi.org.uk,0,0,0,1
oportuguesdobrasil.files.wordpress.com,0,0,0,1
opt.uni-duesseldorf.de,0,0,0,1
or.rwth-aachen.de,0,0,0,1
orchid.ac.uk,0,0,0,1
oru.se,0,0,0,1
pa.oxfordjournals.org,0,0,0,1
pact.cs.cmu.edu,0,0,0,1
pages.drexel.edu,0,0,0,1
pages.jh.edu,0,0,0,1
pages.pomona.edu,0,0,0,1
pages.stern.nyu.edu,0,0,0,1
pages.uoregon.edu,0,0,0,1
paginas.fe.up.pt,0,0,0,1
parles.upf.edu,0,0,0,1
pasj.oxfordjournals.org,0,0,0,1
patatconference.org,0,0,0,1
patricklam.ca,0,0,0,1
pdai.phys.rice.edu,0,0,0,1
pdf.blucher.com.br.s3-sa-east-1.amazonaws.com,0,0,0,1
ped-perinatology.ru,0,0,0,1
people.brunel.ac.uk,0,0,0,1
people.bu.edu,0,0,0,1
people.cs.pitt.edu,0,0,0,1
people.duke.edu,0,0,0,1
people.eng.unimelb.edu.au,0,0,0,1
people.kth.se,0,0,0,1
people.math.sc.edu,0,0,0,1
people.na.infn.it,0,0,0,1
people.ok.ubc.ca,0,0,0,1
people.ricam.oeaw.ac.at,0,0,0,1
people.scs.carleton.ca,0,0,0,1
people.soc.cornell.edu,0,0,0,1
people.ucalgary.ca,0,0,0,1
people.vcu.edu,0,0,0,1
people.virginia.edu,0,0,0,1
pequan.lip6.fr,0,0,0,1
perso-math.univ-mlv.fr,0,0,0,1
perso.ens-lyon.fr,0,0,0,1
perso.uclouvain.be,0,0,0,1
personalpages.manchester.ac.uk,0,0,0,1
personals.ac.upc.edu,0,0,0,1
pfeffer.at,0,0,0,1
pharmpharm.ru,0,0,0,1
phchem.uni-due.de,0,0,0,1
phe.oxfordjournals.org,0,0,0,1
philos.rug.nl,0,0,0,1
phonetik.uni-muenchen.de,0,0,0,1
phy.duke.edu,0,0,0,1
physics.aps.org,0,0,0,1
physics.open.ac.uk,0,0,0,1
physik.tu-cottbus.de,0,0,0,1
physio.ucsf.edu,0,0,0,1
pit.physik.uni-tuebingen.de,0,0,0,1
pkverma.weebly.com,0,0,0,1
pleiad.dcc.uchile.cl,0,0,0,1
plengegen.com,0,0,0,1
plosntds.org,0,0,0,1
pluto.mscc.huji.ac.il,0,0,0,1
pmg.csail.mit.edu,0,0,0,1
pmj.bmj.com,0,0,0,1
policy.hu,0,0,0,1
polired.upm.es,0,0,0,1
polymer.bu.edu,0,0,0,1
pord.ucsd.edu,0,0,0,1
portal.idc.ac.il,0,0,0,1
ppcontrol.files.wordpress.com,0,0,0,1
prat.iae-csic.org,0,0,0,1
princeton.edu,0,0,0,1
prism.gatech.edu,0,0,0,1
pro.unibz.it,0,0,0,1
profs.sci.univr.it,0,0,0,1
ps.uni-saarland.de,0,0,0,1
ps.uni-sb.de,0,0,0,1
psy.lmu.de,0,0,0,1
psy.ucsd.edu,0,0,0,1
psych.wisc.edu,0,0,0,1
psychiatriapolska.pl,0,0,0,1
pub.ist.ac.at,0,0,0,1
publi.cerdi.org,0,0,0,1
public.asu.edu,0,0,0,1
pubs.aeaweb.org,0,0,0,1
pubs.rsna.org,0,0,0,1
python.rice.edu,0,0,0,1
qip2011.quantumlah.org,0,0,0,1
qjmath.oxfordjournals.org,0,0,0,1
ra.informatik.uni-tuebingen.de,0,0,0,1
radioeng.cz,0,0,0,1
radlab.soest.hawaii.edu,0,0,0,1
raetschlab.org,0,0,0,1
rairo-ro.org,0,0,0,1
raman.physics.berkeley.edu,0,0,0,1
rapyuta.org,0,0,0,1
ratio.se,0,0,0,1
rbnz.govt.nz,0,0,0,1
rcd.pdf,0,0,0,1
realmv6.org,0,0,0,1
realoptions.org,0,0,0,1
remotesensing.spiedigitallibrary.org,0,0,0,1
repec.economicsofeducation.com,0,0,0,1
repec.graduateinstitute.ch,0,0,0,1
repec.library.villanova.edu,0,0,0,1
repec.sowi.unibe.ch,0,0,0,1
repeck.bilgi.edu.tr,0,0,0,1
repositorio.inpa.gov.br,0,0,0,1
repositorio.unal.edu.co,0,0,0,1
research.amnh.org,0,0,0,1
research.hks.harvard.edu,0,0,0,1
research.iae.ac.cn,0,0,0,1
research.nii.ac.jp,0,0,0,1
research.tilburguniversity.edu,0,0,0,1
research.vuse.vanderbilt.edu,0,0,0,1
resmedjournal.com,0,0,0,1
revistas.marilia.unesp.br,0,0,0,1
revpubli.unileon.es,0,0,0,1
reza.moheimani.org,0,0,0,1
rhizomik.net,0,0,0,1
richardt.name,0,0,0,1
rips-irsp.com,0,0,0,1
rmaciejewski.faculty.asu.edu,0,0,0,1
robotics.jacobs-university.de,0,0,0,1
roboticsproceedings.org,0,0,0,1
roland-pfister.net,0,0,0,1
rrichter.net,0,0,0,1
rsds.org,0,0,0,1
rses.anu.edu.au,0,0,0,1
rsif.royalsocietypublishing.org,0,0,0,1
rsise.anu.edu.au,0,0,0,1
rw4.cs.uni-saarland.de,0,0,0,1
rzuser.uni-heidelberg.de,0,0,0,1
sachakagan.files.wordpress.com,0,0,0,1
safranlab.net,0,0,0,1
schoenen-service.de,0,0,0,1
scholarworks.law.ubalt.edu,0,0,0,1
sci.haifa.ac.il,0,0,0,1
sci.osaka-cu.ac.jp,0,0,0,1
scit.wlv.ac.uk,0,0,0,1
sdclucknow.com,0,0,0,1
seas.harvard.edu,0,0,0,1
seas.ucla.edu,0,0,0,1
seehuhn.de,0,0,0,1
sefcom.asu.edu,0,0,0,1
semanticsarchive.net,0,0,0,1
serbiosoc.org.rs,0,0,0,1
shadow.eas.gatech.edu,0,0,0,1
shelah.logic.at,0,0,0,1
siboncoj.ru,0,0,0,1
sigcomm.org,0,0,0,1
siggraph.org,0,0,0,1
sim.informatik.tu-darmstadt.de,0,0,0,1
singmann.org,0,0,0,1
sipta.org,0,0,0,1
sjp.sagepub.com,0,0,0,1
sma.epfl.ch,0,0,0,1
smeng.ucsd.edu,0,0,0,1
soas.ac.uk,0,0,0,1
socserv.mcmaster.ca,0,0,0,1
soe.ucsc.edu,0,0,0,1
softlab.ece.ntua.gr,0,0,0,1
software.imdea.org,0,0,0,1
southampton.ac.uk,0,0,0,1
sowi.uni-kl.de,0,0,0,1
spcare.bmj.com,0,0,0,1
spiedigitallibrary.org,0,0,0,1
spot.colorado.edu,0,0,0,1
spp.astro.umd.edu,0,0,0,1
squishycell.uchicago.edu,0,0,0,1
srl.informatik.uni-freiburg.de,0,0,0,1
srs.fs.fed.us,0,0,0,1
ssrl.slac.stanford.edu,0,0,0,1
st.cs.uni-saarland.de,0,0,0,1
staff.polito.it,0,0,0,1
staff.science.uva.nl,0,0,0,1
staffdcs.shef.ac.uk,0,0,0,1
stage.tksc.jaxa.jp,0,0,0,1
stargate.snu.ac.kr,0,0,0,1
stat.columbia.edu,0,0,0,1
static.uni-graz.at,0,0,0,1
stats.lse.ac.uk,0,0,0,1
stefan-lorkowski.de,0,0,0,1
stoch.uni-bayreuth.de,0,0,0,1
stochastik.uni-hannover.de,0,0,0,1
stoft.com,0,0,0,1
sun.stanford.edu,0,0,0,1
supp.apa.org,0,0,0,1
svmi.web.ve,0,0,0,1
swarthmore.edu,0,0,0,1
sysbio.oxfordjournals.org,0,0,0,1
systemsmicroscopy.eu,0,0,0,1
szgerzensee.ch,0,0,0,1
szit.bme.hu,0,0,0,1
tampub.uta.fi,0,0,0,1
tark.org,0,0,0,1
tau.amegroups.com,0,0,0,1
tbrincou.free.fr,0,0,0,1
tcd.ie,0,0,0,1
tcm.phy.cam.ac.uk,0,0,0,1
tcs.informatik.uni-muenchen.de,0,0,0,1
teco.edu,0,0,0,1
tek.org.tr,0,0,0,1
termedia.pl,0,0,0,1
tf.uni-kiel.de,0,0,0,1
th-if.uj.edu.pl,0,0,0,1
th.nao.ac.jp,0,0,0,1
theorie.physik.uni-muenchen.de,0,0,0,1
theorie1.physik.uni-erlangen.de,0,0,0,1
theorphys.science.ru.nl,0,0,0,1
thomaswolle.net,0,0,0,1
thomaszemen.org,0,0,0,1
thp.uni-koeln.de,0,0,0,1
ti3.tu-harburg.de,0,0,0,1
tia.sagepub.com,0,0,0,1
tiem.utk.edu,0,0,0,1
tina-vision.net,0,0,0,1
tissueeng.net,0,0,0,1
titus.uni-frankfurt.de,0,0,0,1
tobiasrick.org,0,0,0,1
toc.proceedings.com,0,0,0,1
tr.informatik.uni-freiburg.de,0,0,0,1
transmed.almazovcentre.ru,0,0,0,1
transp-or.epfl.ch,0,0,0,1
tropicalgrasslands.info,0,0,0,1
ttu-ir.tdl.org,0,0,0,1
tu-dresden.de,0,0,0,1
tu-freiberg.de,0,0,0,1
ugr.es,0,0,0,1
uhero.hawaii.edu,0,0,0,1
uic.edu,0,0,0,1
ulb.ac.be,0,0,0,1
ulp.ethz.ch,0,0,0,1
umb.no,0,0,0,1
umm.uni-heidelberg.de,0,0,0,1
ummoss.org,0,0,0,1
une.edu.au,0,0,0,1
uni-bielefeld.de,0,0,0,1
uni-koblenz.de,0,0,0,1
uni-math.gwdg.de,0,0,0,1
uni-obuda.hu,0,0,0,1
uni-saarland.de,0,0,0,1
uni-stuttgart.de,0,0,0,1
unica2.unica.it,0,0,0,1
unifr.ch,0,0,0,1
unige.ch,0,0,0,1
univie.ac.at,0,0,0,1
unixer.de,0,0,0,1
unm.edu,0,0,0,1
urovest.ru,0,0,0,1
us.hogrefe.com,0,0,0,1
usaee.org,0,0,0,1
userpages.umbc.edu,0,0,0,1
userpages.uni-koblenz.de,0,0,0,1
users.cs.cf.ac.uk,0,0,0,1
users.cs.york.ac.uk,0,0,0,1
users.dimi.uniud.it,0,0,0,1
users.ecs.soton.ac.uk,0,0,0,1
users.ics.aalto.fi,0,0,0,1
users.jyu.fi,0,0,0,1
users.ox.ac.uk,0,0,0,1
users.rsise.anu.edu.au,0,0,0,1
users.unimi.it,0,0,0,1
usj.sagepub.com,0,0,0,1
utia.cas.cz,0,0,0,1
utoledo.edu,0,0,0,1
utopia.duth.gr,0,0,0,1
uva.nl,0,0,0,1
ux.uis.no,0,0,0,1
vc.cs.ovgu.de,0,0,0,1
vcg.seas.harvard.edu,0,0,0,1
vetjournal.ankara.edu.tr,0,0,0,1
viktor.becher.bz,0,0,0,1
virgo.unive.it,0,0,0,1
vis.cs.ucdavis.edu,0,0,0,1
vmj.sagepub.com,0,0,0,1
vtol.org,0,0,0,1
vwl1.ovgu.de,0,0,0,1
wageningenacademic.com,0,0,0,1
wain.mi.ras.ru,0,0,0,1
waterboards.ca.gov,0,0,0,1
web.eecs.umich.edu,0,0,0,1
web.eng.fiu.edu,0,0,0,1
web.ist.utl.pt,0,0,0,1
web.math.ku.dk,0,0,0,1
web.maths.unsw.edu.au,0,0,0,1
web.uvic.ca,0,0,0,1
webs.uvigo.es,0,0,0,1
webspace.qmul.ac.uk,0,0,0,1
webusers.imj-prg.fr,0,0,0,1
westergaard.eu,0,0,0,1
whqlibdoc.who.int,0,0,0,1
wienslab.com,0,0,0,1
wifa.uni-leipzig.de,0,0,0,1
wiley.com,0,0,0,1
win.pisavisionlab.org,0,0,0,1
windhorst591.asu.edu,0,0,0,1
wisostat.uni-koeln.de,0,0,0,1
wiwi.hu-berlin.de,0,0,0,1
wiwi.tu-clausthal.de,0,0,0,1
wm.uni-bayreuth.de,0,0,0,1
xfem.rwth-aachen.de,0,0,0,1
xreap.cat,0,0,0,1
xrqtc.com,0,0,0,1
yaelab.technion.ac.il,0,0,0,1
zcu.cz,0,0,0,1
zef.de,0,0,0,1
zolotov.faculty.asu.edu,0,0,0,1
zoologia.hu,0,0,0,1
zwickcenter.uconn.edu,0,0,0,1
